Fecha Pedido,Categoría Tarjeta,País,Ventas,ID Cliente,Nombre Cliente
2020-03-20,Azul,Costa Rica,38,CP-12085,Cathy Prescott
2020-03-21,Azul,Costa Rica,53,SP-20545,Sibella Parks
2020-03-22,Azul,Costa Rica,50,KD-16495,Keith Dawkins
2020-03-23,Azul,Costa Rica,61,SC-20380,Shahid Collister
2020-03-24,Azul,Costa Rica,37,AH-10075,Adam Hart
2020-03-25,Azul,Costa Rica,41,SC-20050,Sample Company A
2020-03-26,Azul,Costa Rica,39,TB-21520,Tracy Blumstein
2020-03-27,Azul,Costa Rica,46,TS-21205,Thomas Seio
2020-03-28,Azul,Costa Rica,49,CT-11995,Carol Triggs
2020-03-29,Azul,Costa Rica,53,MC-18100,Mick Crebagga
2020-03-30,Azul,Costa Rica,65,SV-20815,Stuart Van
2020-03-31,Azul,Costa Rica,37,TC-21145,Theresa Coyne
2020-04-01,Azul,Costa Rica,44,JE-15745,Joel Eaton
2020-04-02,Azul,Costa Rica,63,AH-10195,Alan Haines
2020-04-03,Azul,Costa Rica,43,DH-13675,Duane Huffman
2020-04-04,Azul,Costa Rica,71,PG-18820,Patrick Gardner
2020-04-05,Azul,Costa Rica,66,MP-17470,Mark Packer
2020-04-06,Azul,Costa Rica,78,AJ-10795,Anthony Johnson
2020-04-07,Azul,Costa Rica,58,PF-19120,Peter Fuller
2020-04-08,Azul,Costa Rica,45,MP-18175,Mike Pelletier
2020-04-09,Azul,Costa Rica,43,RF-19345,Randy Ferguson
2020-04-10,Azul,Costa Rica,58,AH-10690,Anna Hberlin
2020-04-11,Azul,Costa Rica,54,EA-14035,Erin Ashbrook
2020-04-12,Azul,Costa Rica,61,ON-18715,Odella Nelson
2020-04-13,Azul,Costa Rica,57,JW-15220,Jane Waco
2020-04-14,Azul,Costa Rica,33,TH-21100,Thea Hendricks
2020-04-15,Azul,Costa Rica,70,JM-15865,John Murray
2020-04-16,Azul,Costa Rica,56,PW-19030,Pauline Webber
2020-04-17,Azul,Costa Rica,53,PW-19240,Pierre Wener
2020-04-18,Azul,Costa Rica,54,TC-21295,Toby Carlisle
2020-04-19,Azul,Costa Rica,52,SS-20875,Sung Shariari
2020-04-20,Azul,Costa Rica,51,BP-11290,Beth Paige
2020-04-21,Azul,Costa Rica,37,MC-17590,Matt Collister
2020-04-22,Azul,Costa Rica,40,GM-14680,Greg Matthias
2020-04-23,Azul,Costa Rica,44,HK-14890,Heather Kirkland
2020-04-24,Azul,Costa Rica,57,BW-11065,Barry Weirich
2020-04-25,Azul,Costa Rica,50,JB-16045,Julia Barnett
2020-04-26,Azul,Costa Rica,60,DM-13015,Darrin Martin
2020-04-27,Azul,Costa Rica,61,JR-15670,Jim Radford
2020-04-28,Azul,Costa Rica,53,KF-16285,Karen Ferguson
2020-04-29,Azul,Costa Rica,40,TB-21595,Troy Blackwell
2020-04-30,Azul,Costa Rica,59,AC-10660,Anna Chung
2020-05-01,Azul,Costa Rica,55,TB-21400,Tom Boeckenhauer
2020-05-02,Azul,Costa Rica,69,SC-20230,Scot Coram
2020-05-03,Azul,Costa Rica,54,MD-17860,Michael Dominguez
2020-05-04,Azul,Costa Rica,86,CG-12520,Claire Gute
2020-05-05,Azul,Costa Rica,41,PV-18985,Paul Van Hugh
2020-05-06,Azul,Costa Rica,41,CK-12325,Christine Kargatis
2020-05-07,Azul,Costa Rica,42,XP-21865,Xylona Preis
2020-05-08,Azul,Costa Rica,58,TS-21505,Tony Sayre
2020-05-09,Azul,Costa Rica,59,KB-16585,Ken Black
2020-05-10,Azul,Costa Rica,66,AP-10720,Anne Pryor
2020-05-11,Azul,Costa Rica,58,MR-17545,Mathew Reese
2020-05-12,Azul,Costa Rica,42,DB-13210,Dean Braden
2020-05-13,Azul,Costa Rica,52,DN-13690,Duane Noonan
2020-05-14,Azul,Costa Rica,47,RM-19675,Robert Marley
2020-05-15,Azul,Costa Rica,56,MG-17890,Michael Granlund
2020-05-16,Azul,Costa Rica,54,MG-17650,Matthew Grinstein
2020-05-17,Azul,Costa Rica,79,AM-10705,Anne McFarland
2020-05-18,Azul,Costa Rica,66,TG-21640,Trudy Glocke
2020-05-19,Azul,Costa Rica,43,MS-17710,Maurice Satty
2020-05-20,Azul,Costa Rica,63,AB-10060,Adam Bellavance
2020-05-21,Azul,Costa Rica,54,AG-10525,Andy Gerbode
2020-05-22,Azul,Costa Rica,60,GW-14605,Giulietta Weimer
2020-05-23,Azul,Costa Rica,46,SN-20710,Steve Nguyen
2020-05-24,Azul,Costa Rica,67,AA-10645,Anna Andreadi
2020-05-25,Azul,Costa Rica,67,LH-17155,Logan Haushalter
2020-05-26,Azul,Costa Rica,45,BK-11260,Berenike Kampe
2020-05-27,Azul,Costa Rica,56,KL-16555,Kelly Lampkin
2020-05-28,Azul,Costa Rica,48,MG-18145,Mike Gockenbach
2020-05-29,Azul,Costa Rica,56,CM-12190,Charlotte Melton
2020-05-30,Azul,Costa Rica,75,BC-11125,Becky Castell
2020-05-31,Azul,Costa Rica,58,NS-18640,Noel Staavos
2020-06-01,Azul,Costa Rica,63,NR-18550,Nick Radford
2020-06-02,Azul,Costa Rica,40,RK-19300,Ralph Kennedy
2020-06-03,Azul,Costa Rica,68,KH-16360,Katherine Hughes
2020-06-04,Azul,Costa Rica,50,PM-19135,Peter McVee
2020-06-05,Azul,Costa Rica,66,PO-18865,Patrick O'Donnell
2020-06-06,Azul,Costa Rica,61,RW-19540,Rick Wilson
2020-06-07,Azul,Costa Rica,55,BS-11755,Bruce Stewart
2020-06-08,Azul,Costa Rica,62,BT-11305,Beth Thompson
2020-06-09,Azul,Costa Rica,47,WB-21850,William Brown
2020-06-10,Azul,Costa Rica,43,CL-12565,Clay Ludtke
2020-06-11,Azul,Costa Rica,65,RH-19495,Rick Hansen
2020-06-12,Azul,Costa Rica,57,JF-15490,Jeremy Farry
2020-06-13,Azul,Costa Rica,61,SD-20485,Shirley Daniels
2020-06-14,Azul,Costa Rica,69,TH-21115,Thea Hudgings
2020-06-15,Azul,Costa Rica,71,BS-11665,Brian Stugart
2020-06-16,Azul,Costa Rica,36,LC-17140,Logan Currie
2020-06-17,Azul,Costa Rica,61,SP-20860,Sung Pak
2020-06-18,Azul,Costa Rica,65,JW-15955,Joni Wasserman
2020-06-19,Azul,Costa Rica,65,CC-12370,Christopher Conant
2020-06-20,Azul,Costa Rica,60,NP-18700,Nora Preis
2020-06-21,Azul,Costa Rica,82,HA-14905,Helen Abelman
2020-06-22,Azul,Costa Rica,82,EB-13840,Ellis Ballard
2020-06-23,Azul,Costa Rica,52,TS-21430,Tom Stivers
2020-06-24,Azul,Costa Rica,41,LR-16915,Lena Radford
2020-06-25,Azul,Costa Rica,80,MA-17560,Matt Abelman
2020-06-26,Azul,Costa Rica,50,RB-19705,Roger Barcio
2020-06-27,Azul,Costa Rica,74,RA-19945,Ryan Akin
2020-06-28,Azul,Costa Rica,74,FA-14230,Frank Atkinson
2020-06-29,Azul,Costa Rica,63,LE-16810,Laurel Elliston
2020-06-30,Azul,Costa Rica,48,LP-17095,Liz Preis
2020-07-01,Azul,Costa Rica,56,TP-21565,Tracy Poddar
2020-07-02,Azul,Costa Rica,57,LP-17080,Liz Pelletier
2020-07-03,Azul,Costa Rica,57,CA-11965,Carol Adams
2020-07-04,Azul,Costa Rica,73,JD-15790,John Dryer
2020-07-05,Azul,Costa Rica,55,IL-15100,Ivan Liston
2020-07-06,Azul,Costa Rica,71,CA-12265,Christina Anderson
2020-07-07,Azul,Costa Rica,59,DB-13120,David Bremer
2020-07-08,Azul,Costa Rica,50,JF-15565,Jill Fjeld
2020-07-09,Azul,Costa Rica,56,DS-13180,David Smith
2020-07-10,Azul,Costa Rica,71,AS-10285,Alejandro Savely
2020-07-11,Azul,Costa Rica,66,IM-15070,Irene Maddox
2020-07-12,Azul,Costa Rica,71,PM-18940,Paul MacIntyre
2020-07-13,Azul,Costa Rica,73,DR-12880,Dan Reichenbach
2020-07-14,Azul,Costa Rica,64,AI-10855,Arianne Irving
2020-07-15,Azul,Costa Rica,65,MD-17350,Maribeth Dona
2020-07-16,Azul,Costa Rica,79,TW-21025,Tamara Willingham
2020-07-17,Azul,Costa Rica,78,LA-16780,Laura Armstrong
2020-07-18,Azul,Costa Rica,62,EM-13810,Eleni McCrary
2020-07-19,Azul,Costa Rica,74,DK-12985,Darren Koutras
2020-07-20,Azul,Costa Rica,64,SV-20365,Seth Vernon
2020-07-21,Azul,Costa Rica,57,SC-20695,Steve Chapman
2020-07-22,Azul,Costa Rica,65,CM-12715,Craig Molinari
2020-07-23,Azul,Costa Rica,59,DF-13135,David Flashing
2020-07-24,Azul,Costa Rica,77,JK-16120,Julie Kriz
2020-07-25,Azul,Costa Rica,70,SC-20020,Sam Craven
2020-07-26,Azul,Costa Rica,66,GB-14575,Giulietta Baptist
2020-07-27,Azul,Costa Rica,96,SG-20080,Sandra Glassco
2020-07-28,Azul,Costa Rica,54,ES-14080,Erin Smith
2020-07-29,Azul,Costa Rica,59,BH-11710,Brosina Hoffman
2020-07-30,Azul,Costa Rica,65,JK-15730,Joe Kamberova
2020-07-31,Azul,Costa Rica,72,LH-17020,Lisa Hazard
2020-08-01,Azul,Costa Rica,69,GM-14500,Gene McClure
2020-08-02,Azul,Costa Rica,66,NF-18595,Nicole Fjeld
2020-08-03,Azul,Costa Rica,64,PO-19180,Philisse Overcash
2020-08-04,Azul,Costa Rica,52,TH-21235,Tiffany House
2020-08-05,Azul,Costa Rica,46,VW-21775,Victoria Wilson
2020-08-06,Azul,Costa Rica,60,NM-18520,Neoma Murray
2020-08-07,Azul,Costa Rica,61,ND-18370,Natalie DeCherney
2020-08-08,Azul,Costa Rica,51,GT-14710,Greg Tran
2020-08-09,Azul,Costa Rica,66,MB-17305,Maria Bertelson
2020-08-10,Azul,Costa Rica,73,EJ-14155,Eva Jacobs
2020-08-11,Azul,Costa Rica,41,KW-16570,Kelly Williams
2020-08-12,Azul,Costa Rica,58,PS-18760,Pamela Stobb
2020-08-13,Azul,Costa Rica,44,HA-14920,Helen Andreada
2020-08-14,Azul,Costa Rica,51,LF-17185,Luke Foster
2020-08-15,Azul,Costa Rica,52,DR-12940,Daniel Raglin
2020-08-16,Azul,Costa Rica,69,CL-11890,Carl Ludwig
2020-08-17,Azul,Costa Rica,66,SH-19975,Sally Hughsby
2020-08-18,Azul,Costa Rica,54,DB-12970,Darren Budd
2020-08-19,Azul,Costa Rica,50,FP-14320,Frank Preis
2020-08-20,Azul,Costa Rica,62,VG-21790,Vivek Gonzalez
2020-08-21,Azul,Costa Rica,51,RC-19825,Roy Collins
2020-08-22,Azul,Costa Rica,52,ME-17725,Max Engle
2020-08-23,Azul,Costa Rica,76,SV-20935,Susan Vittorini
2020-08-24,Azul,Costa Rica,72,BF-11170,Ben Ferrer
2020-08-25,Azul,Costa Rica,55,AP-10915,Arthur Prichep
2020-08-26,Azul,Costa Rica,58,AB-10015,Aaron Bergman
2020-08-27,Azul,Costa Rica,60,DB-13360,Dennis Bolton
2020-08-28,Azul,Costa Rica,56,SF-20965,Sylvia Foulston
2020-08-29,Azul,Costa Rica,54,PP-18955,Paul Prost
2020-08-30,Azul,Costa Rica,66,BS-11365,Bill Shonely
2020-08-31,Azul,Costa Rica,53,MS-17365,Maribeth Schnelling
2020-09-01,Azul,Costa Rica,45,SM-20005,Sally Matthias
2020-09-02,Azul,Costa Rica,60,EB-13705,Ed Braxton
2020-09-03,Azul,Costa Rica,52,HW-14935,Helen Wasserman
2020-09-04,Azul,Costa Rica,55,EH-13945,Eric Hoffmann
2020-09-05,Azul,Costa Rica,61,DJ-13510,Don Jones
2020-09-06,Azul,Costa Rica,48,RB-19570,Rob Beeghly
2020-09-07,Azul,Costa Rica,67,TT-21460,Tonja Turnell
2020-09-08,Azul,Costa Rica,57,BP-11155,Becky Pak
2020-09-09,Azul,Costa Rica,46,SH-20395,Shahid Hopkins
2020-09-10,Azul,Costa Rica,37,CS-11950,Carlos Soltero
2020-09-11,Azul,Costa Rica,63,AA-10315,Alex Avila
2020-09-12,Azul,Costa Rica,56,AS-10090,Adam Shillingsburg
2020-09-13,Azul,Costa Rica,64,BE-11455,Brad Eason
2020-09-14,Azul,Costa Rica,63,CS-12490,Cindy Schnelling
2020-09-15,Azul,Costa Rica,40,KB-16315,Karl Braun
2020-09-16,Azul,Costa Rica,54,JK-16090,Juliana Krohn
2020-09-17,Azul,Costa Rica,50,CM-12235,Chris McAfee
2020-09-18,Azul,Costa Rica,39,ML-17395,Marina Lichtenstein
2020-09-19,Azul,Costa Rica,53,MC-17425,Mark Cousins
2020-09-20,Azul,Costa Rica,68,MO-17500,Mary O'Rourke
2020-09-21,Azul,Costa Rica,63,SP-20620,Stefania Perrino
2020-09-22,Azul,Costa Rica,29,SM-20320,Sean Miller
2020-09-23,Azul,Costa Rica,51,AB-10255,Alejandro Ballentine
2020-09-24,Azul,Costa Rica,59,SN-20560,Skye Norling
2020-09-25,Azul,Costa Rica,43,CB-12025,Cassandra Brandow
2020-09-26,Azul,Costa Rica,65,JG-15310,Jason Gross
2020-09-27,Azul,Costa Rica,64,BD-11635,Brian Derr
2020-09-28,Azul,Costa Rica,62,MP-17965,Michael Paige
2020-09-29,Azul,Costa Rica,35,RH-19600,Rob Haberlin
2020-09-30,Azul,Costa Rica,50,PF-19225,Phillip Flathmann
2020-10-01,Azul,Costa Rica,40,AB-10165,Alan Barnes
2020-10-02,Azul,Costa Rica,50,CC-12430,Chuck Clark
2020-10-03,Azul,Costa Rica,61,RD-19480,Rick Duston
2020-10-04,Azul,Costa Rica,53,JS-15880,John Stevenson
2020-10-05,Azul,Costa Rica,42,LM-17065,Liz MacKendrick
2020-10-06,Azul,Costa Rica,41,SH-20635,Stefanie Holloman
2020-10-07,Azul,Costa Rica,40,KM-16225,Kalyca Meade
2020-10-08,Azul,Costa Rica,49,NB-18655,Nona Balk
2020-10-09,Azul,Costa Rica,46,JE-15610,Jim Epp
2020-10-10,Azul,Costa Rica,51,SC-20260,Scott Cohen
2020-10-11,Azul,Costa Rica,40,CS-12250,Chris Selesnick
2020-10-12,Azul,Costa Rica,52,TN-21040,Tanja Norvell
2020-10-13,Azul,Costa Rica,41,JE-16165,Justin Ellison
2020-10-14,Azul,Costa Rica,54,JM-16195,Justin MacKendrick
2020-10-15,Azul,Costa Rica,47,MO-17800,Meg O'Connel
2020-10-16,Azul,Costa Rica,48,RF-19840,Roy Franzsisch
2020-10-17,Azul,Costa Rica,52,JK-15625,Jim Karlsson
2020-10-18,Azul,Costa Rica,57,JE-15715,Joe Elijah
2020-10-19,Azul,Costa Rica,61,NP-18325,Naresj Patel
2020-10-20,Azul,Costa Rica,36,BM-11575,Brendan Murry
2020-10-21,Azul,Costa Rica,43,JP-15460,Jennifer Patt
2020-10-22,Azul,Costa Rica,47,ED-13885,Emily Ducich
2020-10-23,Azul,Costa Rica,50,BD-11320,Bill Donatelli
2020-10-24,Azul,Costa Rica,50,MH-18115,Mick Hernandez
2020-10-25,Azul,Costa Rica,56,TC-21535,Tracy Collins
2020-10-26,Azul,Costa Rica,56,TB-21190,Thomas Brumley
2020-10-27,Azul,Costa Rica,41,TR-21325,Toby Ritter
2020-10-28,Azul,Costa Rica,45,HG-14965,Henry Goldwyn
2020-10-29,Azul,Costa Rica,55,GA-14515,George Ashbrook
2020-10-30,Azul,Costa Rica,46,MG-17680,Maureen Gastineau
2020-10-31,Azul,Costa Rica,69,PB-19150,Philip Brown
2020-11-01,Azul,Costa Rica,55,DL-12925,Daniel Lacy
2020-11-02,Azul,Costa Rica,65,CC-12100,Chad Cunningham
2020-11-03,Azul,Costa Rica,43,DB-12910,Daniel Byrd
2020-11-04,Azul,Costa Rica,62,KB-16240,Karen Bern
2020-11-05,Azul,Costa Rica,46,MM-17920,Michael Moore
2020-11-06,Azul,Costa Rica,52,RB-19795,Ross Baird
2020-11-07,Azul,Costa Rica,50,PK-19075,Pete Kriz
2020-11-08,Azul,Costa Rica,70,SS-20140,Saphhira Shifley
2020-11-09,Azul,Costa Rica,54,PS-19045,Penelope Sewall
2020-11-10,Azul,Costa Rica,33,BF-11020,Barry Franzsisch
2020-11-11,Azul,Costa Rica,48,MH-17290,Marc Harrigan
2020-11-12,Azul,Costa Rica,46,EP-13915,Emily Phan
2020-11-13,Azul,Costa Rica,53,HM-14860,Harry Marie
2020-11-14,Azul,Costa Rica,58,BD-11605,Brian Dahlen
2020-11-15,Azul,Costa Rica,54,MC-17845,Michael Chen
2020-11-16,Azul,Costa Rica,63,BP-11230,Benjamin Patterson
2020-11-17,Azul,Costa Rica,41,GZ-14470,Gary Zandusky
2020-11-18,Azul,Costa Rica,43,MK-17905,Michael Kennedy
2020-11-19,Azul,Costa Rica,38,MG-18205,Mitch Gastineau
2020-11-20,Azul,Costa Rica,49,LH-16900,Lena Hernandez
2020-11-21,Azul,Costa Rica,61,HL-15040,Hunter Lopez
2020-11-22,Azul,Costa Rica,64,AW-10930,Arthur Wiediger
2020-11-23,Azul,Costa Rica,64,KT-16465,Kean Takahito
2020-11-24,Azul,Costa Rica,27,JL-15835,John Lee
2020-11-25,Azul,Costa Rica,60,BM-11650,Brian Moss
2020-11-26,Azul,Costa Rica,55,SO-20335,Sean O'Donnell
2020-11-27,Azul,Costa Rica,55,TB-21625,Trudy Brown
2020-11-28,Azul,Costa Rica,49,GB-14530,George Bell
2020-11-29,Azul,Costa Rica,72,EG-13900,Emily Grady
2020-11-30,Azul,Costa Rica,74,KW-16435,Katrina Willman
2020-12-01,Azul,Costa Rica,27,DW-13195,David Wiener
2020-12-02,Azul,Costa Rica,36,FM-14215,Filia McAdams
2020-12-03,Azul,Costa Rica,36,HE-14800,Harold Engle
2020-12-04,Azul,Costa Rica,28,SM-20950,Suzanne McNair
2020-12-05,Azul,Costa Rica,35,TT-21220,Thomas Thornton
2020-12-06,Azul,Costa Rica,47,SC-20095,Sanjit Chand
2020-12-07,Azul,Costa Rica,32,JS-16030,Joy Smith
2020-12-08,Azul,Costa Rica,27,HG-14845,Harry Greene
2020-12-09,Azul,Costa Rica,25,BM-11140,Becky Martin
2020-12-10,Azul,Costa Rica,26,MH-18025,Michelle Huthwaite
2020-12-11,Azul,Costa Rica,40,MY-18295,Muhammed Yedwab
2020-12-12,Azul,Costa Rica,44,TD-20995,Tamara Dahlen
2020-12-13,Azul,Costa Rica,45,PS-18970,Paul Stevenson
2020-12-14,Azul,Costa Rica,42,JD-15895,Jonathan Doherty
2020-12-15,Azul,Costa Rica,24,LW-17125,Liz Willingham
2020-12-16,Azul,Costa Rica,49,CJ-12010,Caroline Jumper
2020-12-17,Azul,Costa Rica,31,CK-12760,Cyma Kinney
2020-12-18,Azul,Costa Rica,48,KM-16660,Khloe Miller
2020-12-19,Azul,Costa Rica,34,RO-19780,Rose O'Brian
2020-12-20,Azul,Costa Rica,34,MC-17605,Matt Connell
2020-12-21,Azul,Costa Rica,52,FO-14305,Frank Olsen
2020-12-22,Azul,Costa Rica,28,BW-11110,Bart Watters
2020-12-23,Azul,Costa Rica,39,PC-19000,Pauline Chand
2020-12-24,Azul,Costa Rica,32,DK-13225,Dean Katz
2020-12-25,Azul,Costa Rica,41,RD-19900,Ruben Dartt
2020-12-26,Azul,Costa Rica,42,JD-16060,Julia Dunbar
2020-12-27,Azul,Costa Rica,52,CK-12595,Clytie Kelty
2020-12-28,Azul,Costa Rica,50,SC-20770,Stewart Carmichael
2020-12-29,Azul,Costa Rica,29,DL-12865,Dan Lawera
2020-12-30,Azul,Costa Rica,36,MV-17485,Mark Van Huff
2020-12-31,Azul,Costa Rica,40,CS-12175,Charles Sheldon
2021-01-01,Azul,Costa Rica,32,NW-18400,Natalie Webber
2021-01-02,Azul,Costa Rica,33,ZC-21910,Zuschuss Carroll
2021-01-03,Azul,Costa Rica,32,RS-19420,Ricardo Sperren
2021-01-04,Azul,Costa Rica,44,SR-20740,Steven Roelle
2021-01-05,Azul,Costa Rica,30,SW-20455,Shaun Weien
2021-01-06,Azul,Costa Rica,34,LC-16870,Lena Cacioppo
2021-01-07,Azul,Costa Rica,37,PJ-19015,Pauline Johnson
2021-01-08,Azul,Costa Rica,43,NL-18310,Nancy Lomonaco
2021-01-09,Azul,Costa Rica,41,JC-15775,John Castell
2021-01-10,Azul,Costa Rica,39,HJ-14875,Heather Jas
2021-01-11,Azul,Costa Rica,43,JE-15475,Jeremy Ellison
2021-01-12,Azul,Costa Rica,17,Co-12640,Corey-Lock
2021-01-13,Azul,Costa Rica,42,SB-20185,Sarah Brown
2021-01-14,Azul,Costa Rica,25,FH-14275,Frank Hawley
2021-01-15,Azul,Costa Rica,35,JF-15355,Jay Fein
2021-01-16,Azul,Costa Rica,28,SF-20065,Sandra Flanagan
2021-01-17,Azul,Costa Rica,39,SZ-20035,Sam Zeldin
2021-01-18,Azul,Costa Rica,43,AH-10465,Amy Hunt
2021-01-19,Azul,Costa Rica,30,CP-12340,Christine Phan
2021-01-20,Azul,Costa Rica,30,JD-16150,Justin Deggeller
2021-01-21,Azul,Costa Rica,28,ER-13855,Elpida Rittenbach
2021-01-22,Azul,Costa Rica,33,KH-16510,Keith Herrera
2021-01-23,Azul,Costa Rica,30,DJ-13420,Denny Joy
2021-01-24,Azul,Costa Rica,43,CK-12205,Chloris Kastensmidt
2021-01-25,Azul,Costa Rica,40,AD-10180,Alan Dominguez
2021-01-26,Azul,Costa Rica,35,LT-17110,Liz Thompson
2021-01-27,Azul,Costa Rica,38,VP-21760,Victoria Pisteka
2021-01-28,Azul,Costa Rica,25,SC-20725,Steven Cartwright
2021-01-29,Azul,Costa Rica,32,GG-14650,Greg Guthrie
2021-01-30,Azul,Costa Rica,39,MS-17530,MaryBeth Skach
2021-01-31,Azul,Costa Rica,51,BN-11515,Bradley Nguyen
2021-02-01,Azul,Costa Rica,43,AH-10120,Adrian Hane
2021-02-02,Azul,Costa Rica,29,DO-13645,Doug O'Connell
2021-02-03,Azul,Costa Rica,37,FC-14335,Fred Chung
2021-02-04,Azul,Costa Rica,40,SA-20830,Sue Ann Reed
2021-02-05,Azul,Costa Rica,39,BF-11215,Benjamin Farhat
2021-02-06,Azul,Costa Rica,50,CM-11935,Carlos Meador
2021-02-07,Azul,Costa Rica,42,LC-16930,Linda Cazamias
2021-02-08,Azul,Costa Rica,48,JB-16000,Joy Bell-
2021-02-09,Azul,Costa Rica,41,PC-18745,Pamela Coakley
2021-02-10,Azul,Costa Rica,35,PO-18850,Patrick O'Brill
2021-02-11,Azul,Costa Rica,38,KT-16480,Kean Thornton
2021-02-12,Azul,Costa Rica,37,TG-21310,Toby Gnade
2021-02-13,Azul,Costa Rica,42,SJ-20500,Shirley Jackson
2021-02-14,Azul,Costa Rica,49,RM-19375,Raymond Messe
2021-02-15,Azul,Costa Rica,52,DM-13525,Don Miller
2021-02-16,Azul,Costa Rica,23,MH-17440,Mark Haberlin
2021-02-17,Azul,Costa Rica,40,MF-18250,Monica Federle
2021-02-18,Azul,Costa Rica,31,RL-19615,Rob Lucas
2021-02-19,Azul,Costa Rica,45,SV-20785,Stewart Visinsky
2021-02-20,Azul,Costa Rica,38,ND-18460,Neil Ducich
2021-02-21,Azul,Costa Rica,47,SE-20110,Sanjit Engle
2021-02-22,Azul,Costa Rica,52,NF-18385,Natalie Fritzler
2021-02-23,Azul,Costa Rica,31,HP-14815,Harold Pawlan
2021-02-24,Azul,Costa Rica,43,DK-13090,Dave Kipp
2021-02-25,Azul,Costa Rica,31,PG-18895,Paul Gonzalez
2021-02-26,Azul,Costa Rica,39,GH-14410,Gary Hansen
2021-02-27,Azul,Costa Rica,37,MC-17275,Marc Crier
2021-02-28,Azul,Costa Rica,37,PR-18880,Patrick Ryan
2021-03-01,Azul,Costa Rica,44,GA-14725,Guy Armstrong
2021-03-02,Azul,Costa Rica,41,LS-17230,Lycoris Saunders
2021-03-03,Azul,Costa Rica,44,DK-13375,Dennis Kane
2021-03-04,Azul,Costa Rica,49,AS-10225,Alan Schoenberger
2021-03-05,Azul,Costa Rica,59,SP-20650,Stephanie Phelps
2021-03-06,Azul,Costa Rica,49,LL-16840,Lauren Leatherbury
2021-03-07,Azul,Costa Rica,52,SC-20680,Steve Carroll
2021-03-08,Azul,Costa Rica,58,LR-17035,Lisa Ryan
2021-03-09,Azul,Costa Rica,35,GM-14455,Gary Mitchum
2021-03-10,Azul,Costa Rica,41,BD-11725,Bruce Degenhardt
2021-03-11,Azul,Costa Rica,59,LW-16990,Lindsay Williams
2021-03-12,Azul,Costa Rica,36,DL-13495,Dionis Lloyd
2021-03-13,Azul,Costa Rica,68,EN-13780,Edward Nazzal
2021-03-14,Azul,Costa Rica,50,TS-21610,Troy Staebel
2021-03-15,Azul,Costa Rica,56,BM-11785,Bryan Mills
2021-03-16,Azul,Costa Rica,35,JP-15520,Jeremy Pistek
2021-03-17,Azul,Costa Rica,44,JM-15535,Jessica Myrick
2021-03-18,Azul,Costa Rica,38,EB-13930,Eric Barreto
2021-03-19,Azul,Costa Rica,40,AO-10810,Anthony O'Donnell
2021-03-20,Azul,Costa Rica,54,FH-14365,Fred Hopkins
2021-03-21,Azul,Costa Rica,58,BP-11185,Ben Peterman
2021-03-22,Azul,Costa Rica,61,RW-19630,Rob Williams
2021-03-23,Azul,Costa Rica,38,SS-20515,Shirley Schmidt
2021-03-24,Azul,Costa Rica,42,GR-14560,Georgia Rosenberg
2021-03-25,Azul,Costa Rica,40,RP-19390,Resi Plking
2021-03-26,Azul,Costa Rica,57,MM-17260,Magdelene Morse
2021-03-27,Azul,Costa Rica,46,DB-13405,Denny Blanton
2021-03-28,Azul,Costa Rica,42,LW-16825,Laurel Workman
2021-03-29,Azul,Costa Rica,45,CA-12310,Christine Abelman
2021-03-30,Azul,Costa Rica,34,DB-13060,Dave Brooks
2021-03-31,Azul,Costa Rica,49,SC-20305,Sean Christensen
2021-04-01,Azul,Costa Rica,51,CV-12295,Christina VanderZanden
2021-04-02,Azul,Costa Rica,57,CY-12745,Craig Yedwab
2021-04-03,Azul,Costa Rica,69,TB-21250,Tim Brockman
2021-04-04,Azul,Costa Rica,70,MH-17785,Maya Herman
2021-04-05,Azul,Costa Rica,66,EM-13825,Elizabeth Moffitt
2021-04-06,Azul,Costa Rica,41,TS-21370,Todd Sumrall
2021-04-07,Azul,Costa Rica,42,GT-14635,Grant Thornton
2021-04-08,Azul,Costa Rica,58,TB-21280,Toby Braunhardt
2021-04-09,Azul,Costa Rica,57,AT-10435,Alyssa Tate
2021-04-10,Azul,Costa Rica,49,MH-17620,Matt Hagelstein
2021-04-11,Azul,Costa Rica,70,JO-15145,Jack O'Briant
2021-04-12,Azul,Costa Rica,54,ME-17320,Maria Etezadi
2021-04-13,Azul,Costa Rica,41,DM-12955,Dario Medina
2021-04-14,Azul,Costa Rica,52,AF-10885,Art Foster
2021-04-15,Azul,Costa Rica,52,AS-10630,Ann Steele
2021-04-16,Azul,Costa Rica,44,SG-20470,Sheri Gordon
2021-04-17,Azul,Costa Rica,55,BF-10975,Barbara Fisher
2021-04-18,Azul,Costa Rica,62,HR-14770,Hallie Redmond
2021-04-19,Azul,Costa Rica,70,KH-16330,Katharine Harms
2021-04-20,Azul,Costa Rica,33,VF-21715,Vicky Freymann
2021-04-21,Azul,Costa Rica,49,NC-18625,Noah Childs
2021-04-22,Azul,Costa Rica,60,TP-21415,Tom Prescott
2021-04-23,Azul,Costa Rica,59,NM-18445,Nathan Mautz
2021-04-24,Azul,Costa Rica,56,DS-13030,Darrin Sayre
2021-04-25,Azul,Costa Rica,61,DP-13105,Dave Poirier
2021-04-26,Azul,Costa Rica,54,ZD-21925,Zuschuss Donatelli
2021-04-27,Azul,Costa Rica,40,AA-10480,Andrew Allen
